ts,weather_temp_c,weather_rh_pct,weather_wind_ms,weather_ghi_wm2
2025-03-18 13:45:00+00:00,21.05,39.25,5.925,819.25
2025-03-18 14:00:00+00:00,21.2,38.0,5.6,807.0
2025-03-18 14:15:00+00:00,21.25,37.75,6.425,791.75
2025-03-18 14:30:00+00:00,21.3,37.5,7.25,776.5
2025-03-18 14:45:00+00:00,21.35,37.25,8.075,761.25
2025-03-18 15:00:00+00:00,21.4,37.0,8.9,746.0
2025-03-18 15:15:00+00:00,21.275,37.5,8.85,689.5
2025-03-18 15:30:00+00:00,21.15,38.0,8.8,633.0
2025-03-18 15:45:00+00:00,21.025,38.5,8.75,576.5
2025-03-18 16:00:00+00:00,20.9,39.0,8.7,520.0
2025-03-18 16:15:00+00:00,20.825,39.25,8.299999999999999,485.75
2025-03-18 16:30:00+00:00,20.75,39.5,7.899999999999999,451.5
2025-03-18 16:45:00+00:00,20.675,39.75,7.5,417.25
2025-03-18 17:00:00+00:00,20.6,40.0,7.1,383.0
2025-03-18 17:15:00+00:00,20.35,41.0,6.875,328.5
2025-03-18 17:30:00+00:00,20.1,42.0,6.65,274.0
2025-03-18 17:45:00+00:00,19.85,43.0,6.425,219.5
2025-03-18 18:00:00+00:00,19.6,44.0,6.2,165.0
2025-03-18 18:15:00+00:00,19.05,46.5,6.6,129.25
2025-03-18 18:30:00+00:00,18.5,49.0,7.0,93.5
2025-03-18 18:45:00+00:00,17.95,51.5,7.4,57.75
2025-03-18 19:00:00+00:00,17.4,54.0,7.8,22.0
2025-03-18 19:15:00+00:00,16.974999999999998,58.75,9.4,16.5
2025-03-18 19:30:00+00:00,16.549999999999997,63.5,11.0,11.0
2025-03-18 19:45:00+00:00,16.125,68.25,12.6,5.5
2025-03-18 20:00:00+00:00,15.7,73.0,14.2,0.0
2025-03-18 20:15:00+00:00,15.5,74.25,12.6,0.0
2025-03-18 20:30:00+00:00,15.3,75.5,11.0,0.0
2025-03-18 20:45:00+00:00,15.1,76.75,9.4,0.0
2025-03-18 21:00:00+00:00,14.9,78.0,7.8,0.0
2025-03-18 21:15:00+00:00,14.625,79.5,7.0,0.0
2025-03-18 21:30:00+00:00,14.35,81.0,6.199999999999999,0.0
2025-03-18 21:45:00+00:00,14.075,82.5,5.4,0.0
2025-03-18 22:00:00+00:00,13.8,84.0,4.6,0.0
2025-03-18 22:15:00+00:00,13.65,85.0,4.3,0.0
2025-03-18 22:30:00+00:00,13.5,86.0,4.0,0.0
2025-03-18 22:45:00+00:00,13.35,87.0,3.7,0.0
2025-03-18 23:00:00+00:00,13.2,88.0,3.4,0.0
2025-03-18 23:15:00+00:00,13.15,88.25,3.85,0.0
2025-03-18 23:30:00+00:00,13.1,88.5,4.3,0.0
2025-03-18 23:45:00+00:00,13.05,88.75,4.75,0.0
2025-03-19 00:00:00+00:00,13.0,89.0,5.2,0.0
2025-03-19 00:15:00+00:00,12.975,88.5,5.175,0.0
2025-03-19 00:30:00+00:00,12.95,88.0,5.15,0.0
2025-03-19 00:45:00+00:00,12.925,87.5,5.125,0.0
2025-03-19 01:00:00+00:00,12.9,87.0,5.1,0.0
2025-03-19 01:15:00+00:00,12.625,88.5,4.65,0.0
2025-03-19 01:30:00+00:00,12.35,90.0,4.199999999999999,0.0
2025-03-19 01:45:00+00:00,12.075,91.5,3.75,0.0
2025-03-19 02:00:00+00:00,11.8,93.0,3.3,0.0
2025-03-19 02:15:00+00:00,11.675,93.25,3.5,0.0
2025-03-19 02:30:00+00:00,11.55,93.5,3.7,0.0
2025-03-19 02:45:00+00:00,11.425,93.75,3.9,0.0
2025-03-19 03:00:00+00:00,11.3,94.0,4.1,0.0
2025-03-19 03:15:00+00:00,11.1,94.0,3.75,0.0
2025-03-19 03:30:00+00:00,10.9,94.0,3.4,0.0
2025-03-19 03:45:00+00:00,10.7,94.0,3.05,0.0
2025-03-19 04:00:00+00:00,10.5,94.0,2.7,0.0
2025-03-19 04:15:00+00:00,10.45,94.0,2.7,0.0
2025-03-19 04:30:00+00:00,10.4,94.0,2.7,0.0
2025-03-19 04:45:00+00:00,10.35,94.0,2.7,0.0
2025-03-19 05:00:00+00:00,10.3,94.0,2.7,0.0
2025-03-19 05:15:00+00:00,10.225,93.5,3.125,0.0
2025-03-19 05:30:00+00:00,10.15,93.0,3.5500000000000003,0.0
2025-03-19 05:45:00+00:00,10.075,92.5,3.975000000000001,0.0
2025-03-19 06:00:00+00:00,10.0,92.0,4.4,0.0
2025-03-19 06:15:00+00:00,9.95,92.0,4.5,1.25
2025-03-19 06:30:00+00:00,9.9,92.0,4.6,2.5
2025-03-19 06:45:00+00:00,9.85,92.0,4.7,3.75
2025-03-19 07:00:00+00:00,9.8,92.0,4.8,5.0
2025-03-19 07:15:00+00:00,10.35,89.75,4.75,33.0
2025-03-19 07:30:00+00:00,10.9,87.5,4.699999999999999,61.0
2025-03-19 07:45:00+00:00,11.45,85.25,4.65,89.0
2025-03-19 08:00:00+00:00,12.0,83.0,4.6,117.0
2025-03-19 08:15:00+00:00,12.725,79.75,3.925,162.5
2025-03-19 08:30:00+00:00,13.45,76.5,3.25,208.0
2025-03-19 08:45:00+00:00,14.175,73.25,2.575,253.5
2025-03-19 09:00:00+00:00,14.9,70.0,1.9,299.0
2025-03-19 09:15:00+00:00,15.475,68.0,2.55,344.75
2025-03-19 09:30:00+00:00,16.05,66.0,3.2,390.5
2025-03-19 09:45:00+00:00,16.625,64.0,3.85,436.25
2025-03-19 10:00:00+00:00,17.2,62.0,4.5,482.0
2025-03-19 10:15:00+00:00,17.725,59.0,5.35,515.75
2025-03-19 10:30:00+00:00,18.25,56.0,6.2,549.5
2025-03-19 10:45:00+00:00,18.775,53.0,7.050000000000001,583.25
2025-03-19 11:00:00+00:00,19.3,50.0,7.9,617.0
2025-03-19 11:15:00+00:00,19.825,47.5,8.05,652.0
2025-03-19 11:30:00+00:00,20.35,45.0,8.2,687.0
2025-03-19 11:45:00+00:00,20.875,42.5,8.35,722.0
2025-03-19 12:00:00+00:00,21.4,40.0,8.5,757.0
2025-03-19 12:15:00+00:00,22.1,39.0,8.15,787.5
2025-03-19 12:30:00+00:00,22.8,38.0,7.8,818.0
2025-03-19 12:45:00+00:00,23.5,37.0,7.449999999999999,848.5
2025-03-19 13:00:00+00:00,24.2,36.0,7.1,879.0
2025-03-19 13:15:00+00:00,24.275,36.0,8.3,871.75
2025-03-19 13:30:00+00:00,24.35,36.0,9.5,864.5
2025-03-19 13:45:00+00:00,24.425,36.0,10.7,857.25
2025-03-19 14:00:00+00:00,24.5,36.0,11.9,850.0
2025-03-19 14:15:00+00:00,24.375,36.75,12.125,825.75
2025-03-19 14:30:00+00:00,24.25,37.5,12.35,801.5
2025-03-19 14:45:00+00:00,24.125,38.25,12.575,777.25
2025-03-19 15:00:00+00:00,24.0,39.0,12.8,753.0
2025-03-19 15:15:00+00:00,23.9,39.75,12.45,708.75
2025-03-19 15:30:00+00:00,23.8,40.5,12.1,664.5
2025-03-19 15:45:00+00:00,23.700000000000003,41.25,11.75,620.25
2025-03-19 16:00:00+00:00,23.6,42.0,11.4,576.0
2025-03-19 16:15:00+00:00,23.5,42.25,10.725,526.5
2025-03-19 16:30:00+00:00,23.4,42.5,10.05,477.0
2025-03-19 16:45:00+00:00,23.3,42.75,9.375,427.5
2025-03-19 17:00:00+00:00,23.2,43.0,8.7,378.0
2025-03-19 17:15:00+00:00,22.9,44.25,8.45,329.75
2025-03-19 17:30:00+00:00,22.6,45.5,8.2,281.5
2025-03-19 17:45:00+00:00,22.3,46.75,7.95,233.25
2025-03-19 18:00:00+00:00,22.0,48.0,7.7,185.0
2025-03-19 18:15:00+00:00,21.45,50.5,7.475,144.5
2025-03-19 18:30:00+00:00,20.9,53.0,7.25,104.0
2025-03-19 18:45:00+00:00,20.35,55.5,7.025,63.5
2025-03-19 19:00:00+00:00,19.8,58.0,6.8,23.0
2025-03-19 19:15:00+00:00,19.45,60.25,7.225,17.25
2025-03-19 19:30:00+00:00,19.1,62.5,7.65,11.5
2025-03-19 19:45:00+00:00,18.75,64.75,8.075,5.75
2025-03-19 20:00:00+00:00,18.4,67.0,8.5,0.0
2025-03-19 20:15:00+00:00,17.974999999999998,70.0,7.275,0.0
2025-03-19 20:30:00+00:00,17.549999999999997,73.0,6.05,0.0
2025-03-19 20:45:00+00:00,17.125,76.0,4.825,0.0
2025-03-19 21:00:00+00:00,16.7,79.0,3.6,0.0
2025-03-19 21:15:00+00:00,16.575,78.75,2.9000000000000004,0.0
2025-03-19 21:30:00+00:00,16.45,78.5,2.2,0.0
2025-03-19 21:45:00+00:00,16.325,78.25,1.5000000000000004,0.0
2025-03-19 22:00:00+00:00,16.2,78.0,0.8,0.0
2025-03-19 22:15:00+00:00,16.0,78.75,1.45,0.0
2025-03-19 22:30:00+00:00,15.8,79.5,2.1,0.0
2025-03-19 22:45:00+00:00,15.6,80.25,2.75,0.0
2025-03-19 23:00:00+00:00,15.4,81.0,3.4,0.0
2025-03-19 23:15:00+00:00,15.275,81.25,3.875,0.0
2025-03-19 23:30:00+00:00,15.15,81.5,4.35,0.0
2025-03-19 23:45:00+00:00,15.025,81.75,4.824999999999999,0.0
2025-03-20 00:00:00+00:00,14.9,82.0,5.3,0.0
2025-03-20 00:15:00+00:00,14.675,81.0,4.725,0.0
2025-03-20 00:30:00+00:00,14.45,80.0,4.15,0.0
2025-03-20 00:45:00+00:00,14.225,79.0,3.575,0.0
2025-03-20 01:00:00+00:00,14.0,78.0,3.0,0.0
2025-03-20 01:15:00+00:00,13.85,78.0,3.925,0.0
2025-03-20 01:30:00+00:00,13.7,78.0,4.85,0.0
2025-03-20 01:45:00+00:00,13.55,78.0,5.775,0.0
2025-03-20 02:00:00+00:00,13.4,78.0,6.7,0.0
2025-03-20 02:15:00+00:00,13.175,78.5,7.1000000000000005,0.0
2025-03-20 02:30:00+00:00,12.95,79.0,7.5,0.0
2025-03-20 02:45:00+00:00,12.725,79.5,7.9,0.0
2025-03-20 03:00:00+00:00,12.5,80.0,8.3,0.0
2025-03-20 03:15:00+00:00,12.3,79.75,8.475000000000001,0.0
2025-03-20 03:30:00+00:00,12.1,79.5,8.65,0.0
2025-03-20 03:45:00+00:00,11.9,79.25,8.825,0.0
2025-03-20 04:00:00+00:00,11.7,79.0,9.0,0.0
2025-03-20 04:15:00+00:00,11.625,80.5,9.85,0.0
2025-03-20 04:30:00+00:00,11.55,82.0,10.7,0.0
2025-03-20 04:45:00+00:00,11.475,83.5,11.55,0.0
2025-03-20 05:00:00+00:00,11.4,85.0,12.4,0.0
2025-03-20 05:15:00+00:00,11.525,85.0,12.575,0.0
2025-03-20 05:30:00+00:00,11.65,85.0,12.75,0.0
2025-03-20 05:45:00+00:00,11.775,85.0,12.925,0.0
2025-03-20 06:00:00+00:00,11.9,85.0,13.1,0.0
2025-03-20 06:15:00+00:00,11.95,83.25,12.725,1.5
2025-03-20 06:30:00+00:00,12.0,81.5,12.35,3.0
2025-03-20 06:45:00+00:00,12.05,79.75,11.975,4.5
2025-03-20 07:00:00+00:00,12.1,78.0,11.6,6.0
2025-03-20 07:15:00+00:00,12.6,75.75,10.525,35.75
2025-03-20 07:30:00+00:00,13.1,73.5,9.45,65.5
2025-03-20 07:45:00+00:00,13.6,71.25,8.375,95.25
2025-03-20 08:00:00+00:00,14.1,69.0,7.3,125.0
2025-03-20 08:15:00+00:00,14.875,65.75,6.65,178.75
2025-03-20 08:30:00+00:00,15.65,62.5,6.0,232.5
2025-03-20 08:45:00+00:00,16.425,59.25,5.35,286.25
2025-03-20 09:00:00+00:00,17.2,56.0,4.7,340.0
2025-03-20 09:15:00+00:00,18.1,53.0,4.2250000000000005,393.0
2025-03-20 09:30:00+00:00,19.0,50.0,3.75,446.0
2025-03-20 09:45:00+00:00,19.9,47.0,3.275,499.0
2025-03-20 10:00:00+00:00,20.8,44.0,2.8,552.0
2025-03-20 10:15:00+00:00,21.45,41.25,2.8,594.75
2025-03-20 10:30:00+00:00,22.1,38.5,2.8,637.5
2025-03-20 10:45:00+00:00,22.75,35.75,2.8,680.25
2025-03-20 11:00:00+00:00,23.4,33.0,2.8,723.0
2025-03-20 11:15:00+00:00,23.85,30.5,3.4,751.25
2025-03-20 11:30:00+00:00,24.3,28.0,4.0,779.5
2025-03-20 11:45:00+00:00,24.75,25.5,4.6,807.75
2025-03-20 12:00:00+00:00,25.2,23.0,5.2,836.0
2025-03-20 12:15:00+00:00,25.275,23.0,7.1000000000000005,847.75
2025-03-20 12:30:00+00:00,25.35,23.0,9.0,859.5
2025-03-20 12:45:00+00:00,25.425,23.0,10.900000000000002,871.25
2025-03-20 13:00:00+00:00,25.5,23.0,12.8,883.0
2025-03-20 13:15:00+00:00,25.5,23.5,13.0,876.0
2025-03-20 13:30:00+00:00,25.5,24.0,13.2,869.0
2025-03-20 13:45:00+00:00,25.5,24.5,13.4,862.0
2025-03-20 14:00:00+00:00,25.5,25.0,13.6,855.0
2025-03-20 14:15:00+00:00,25.7,24.5,12.5,831.5
2025-03-20 14:30:00+00:00,25.9,24.0,11.4,808.0
2025-03-20 14:45:00+00:00,26.1,23.5,10.3,784.5
2025-03-20 15:00:00+00:00,26.3,23.0,9.2,761.0
2025-03-20 15:15:00+00:00,26.4,22.5,8.274999999999999,722.25
2025-03-20 15:30:00+00:00,26.5,22.0,7.35,683.5
2025-03-20 15:45:00+00:00,26.6,21.5,6.425,644.75
2025-03-20 16:00:00+00:00,26.7,21.0,5.5,606.0
2025-03-20 16:15:00+00:00,26.8,20.25,6.025,555.75
2025-03-20 16:30:00+00:00,26.9,19.5,6.55,505.5
2025-03-20 16:45:00+00:00,27.0,18.75,7.074999999999999,455.25
2025-03-20 17:00:00+00:00,27.1,18.0,7.6,405.0
2025-03-20 17:15:00+00:00,25.975,23.25,10.025,351.0
2025-03-20 17:30:00+00:00,24.85,28.5,12.45,297.0
2025-03-20 17:45:00+00:00,23.725,33.75,14.875,243.0
2025-03-20 18:00:00+00:00,22.6,39.0,17.3,189.0
2025-03-20 18:15:00+00:00,21.75,42.75,18.575,147.75
2025-03-20 18:30:00+00:00,20.9,46.5,19.85,106.5
2025-03-20 18:45:00+00:00,20.05,50.25,21.125,65.25000000000001
2025-03-20 19:00:00+00:00,19.2,54.0,22.4,24.0
2025-03-20 19:15:00+00:00,18.8,56.75,21.35,18.0
2025-03-20 19:30:00+00:00,18.4,59.5,20.3,12.0
2025-03-20 19:45:00+00:00,18.0,62.25,19.25,6.0
2025-03-20 20:00:00+00:00,17.6,65.0,18.2,0.0
2025-03-20 20:15:00+00:00,17.35,66.5,16.5,0.0
2025-03-20 20:30:00+00:00,17.1,68.0,14.8,0.0
2025-03-20 20:45:00+00:00,16.85,69.5,13.1,0.0
2025-03-20 21:00:00+00:00,16.6,71.0,11.4,0.0
2025-03-20 21:15:00+00:00,16.425,72.75,10.975,0.0
2025-03-20 21:30:00+00:00,16.25,74.5,10.55,0.0
2025-03-20 21:45:00+00:00,16.075,76.25,10.125,0.0
2025-03-20 22:00:00+00:00,15.9,78.0,9.7,0.0
2025-03-20 22:15:00+00:00,15.825,77.5,9.55,0.0
2025-03-20 22:30:00+00:00,15.75,77.0,9.4,0.0
2025-03-20 22:45:00+00:00,15.675,76.5,9.25,0.0
2025-03-20 23:00:00+00:00,15.6,76.0,9.1,0.0
2025-03-20 23:15:00+00:00,15.25,78.0,10.45,0.0
2025-03-20 23:30:00+00:00,14.9,80.0,11.8,0.0
2025-03-20 23:45:00+00:00,14.55,82.0,13.15,0.0
2025-03-21 00:00:00+00:00,14.2,84.0,14.5,0.0
2025-03-21 00:15:00+00:00,14.05,84.25,15.125,0.0
2025-03-21 00:30:00+00:00,13.9,84.5,15.75,0.0
2025-03-21 00:45:00+00:00,13.75,84.75,16.375,0.0
2025-03-21 01:00:00+00:00,13.6,85.0,17.0,0.0
2025-03-21 01:15:00+00:00,13.575,84.75,14.425,0.0
2025-03-21 01:30:00+00:00,13.55,84.5,11.85,0.0
2025-03-21 01:45:00+00:00,13.525,84.25,9.275,0.0
2025-03-21 02:00:00+00:00,13.5,84.0,6.7,0.0
2025-03-21 02:15:00+00:00,13.4,84.25,5.875,0.0
2025-03-21 02:30:00+00:00,13.3,84.5,5.05,0.0
2025-03-21 02:45:00+00:00,13.2,84.75,4.225,0.0
2025-03-21 03:00:00+00:00,13.1,85.0,3.4,0.0
2025-03-21 03:15:00+00:00,13.1,84.0,3.85,0.0
2025-03-21 03:30:00+00:00,13.1,83.0,4.3,0.0
2025-03-21 03:45:00+00:00,13.1,82.0,4.75,0.0
2025-03-21 04:00:00+00:00,13.1,81.0,5.2,0.0
2025-03-21 04:15:00+00:00,13.025,80.75,4.95,0.0
2025-03-21 04:30:00+00:00,12.95,80.5,4.7,0.0
2025-03-21 04:45:00+00:00,12.875,80.25,4.45,0.0
2025-03-21 05:00:00+00:00,12.8,80.0,4.2,0.0
2025-03-21 05:15:00+00:00,12.775,79.75,3.45,0.0
2025-03-21 05:30:00+00:00,12.75,79.5,2.7,0.0
2025-03-21 05:45:00+00:00,12.725,79.25,1.95,0.0
2025-03-21 06:00:00+00:00,12.7,79.0,1.2,0.0
2025-03-21 06:15:00+00:00,12.675,78.75,1.65,0.75
2025-03-21 06:30:00+00:00,12.65,78.5,2.1,1.5
2025-03-21 06:45:00+00:00,12.625,78.25,2.55,2.25
2025-03-21 07:00:00+00:00,12.6,78.0,3.0,3.0
2025-03-21 07:15:00+00:00,12.775,76.75,3.075,16.25
2025-03-21 07:30:00+00:00,12.95,75.5,3.15,29.5
2025-03-21 07:45:00+00:00,13.125,74.25,3.225,42.75
2025-03-21 08:00:00+00:00,13.3,73.0,3.3,56.0
2025-03-21 08:15:00+00:00,13.65,71.0,3.325,90.75
2025-03-21 08:30:00+00:00,14.0,69.0,3.35,125.5
2025-03-21 08:45:00+00:00,14.35,67.0,3.375,160.25
2025-03-21 09:00:00+00:00,14.7,65.0,3.4,195.0
2025-03-21 09:15:00+00:00,15.1,63.25,3.8,250.0
2025-03-21 09:30:00+00:00,15.5,61.5,4.2,305.0
2025-03-21 09:45:00+00:00,15.9,59.75,4.6,360.0
2025-03-21 10:00:00+00:00,16.3,58.0,5.0,415.0
2025-03-21 10:15:00+00:00,16.8,56.0,5.075,469.25
2025-03-21 10:30:00+00:00,17.3,54.0,5.15,523.5
2025-03-21 10:45:00+00:00,17.8,52.0,5.225,577.75
2025-03-21 11:00:00+00:00,18.3,50.0,5.3,632.0
2025-03-21 11:15:00+00:00,18.625,48.5,5.775,645.0
2025-03-21 11:30:00+00:00,18.950000000000003,47.0,6.25,658.0
2025-03-21 11:45:00+00:00,19.275,45.5,6.725,671.0
2025-03-21 12:00:00+00:00,19.6,44.0,7.2,684.0
2025-03-21 12:15:00+00:00,19.3,46.25,7.75,627.5
2025-03-21 12:30:00+00:00,19.0,48.5,8.3,571.0
2025-03-21 12:45:00+00:00,18.7,50.75,8.85,514.5
2025-03-21 13:00:00+00:00,18.4,53.0,9.4,458.0
2025-03-21 13:15:00+00:00,18.675,52.0,9.125,483.5
2025-03-21 13:30:00+00:00,18.95,51.0,8.850000000000001,509.0
2025-03-21 13:45:00+00:00,19.225,50.0,8.575000000000001,534.5
2025-03-21 14:00:00+00:00,19.5,49.0,8.3,560.0
2025-03-21 14:15:00+00:00,19.65,48.0,8.4,566.5
2025-03-21 14:30:00+00:00,19.8,47.0,8.5,573.0
2025-03-21 14:45:00+00:00,19.95,46.0,8.6,579.5
2025-03-21 15:00:00+00:00,20.1,45.0,8.7,586.0
2025-03-21 15:15:00+00:00,20.15,44.25,8.475,556.75
2025-03-21 15:30:00+00:00,20.200000000000003,43.5,8.25,527.5
2025-03-21 15:45:00+00:00,20.25,42.75,8.025,498.25
2025-03-21 16:00:00+00:00,20.3,42.0,7.8,469.0
2025-03-21 16:15:00+00:00,20.25,41.75,7.325,417.0
2025-03-21 16:30:00+00:00,20.200000000000003,41.5,6.85,365.0
2025-03-21 16:45:00+00:00,20.15,41.25,6.375,313.0
2025-03-21 17:00:00+00:00,20.1,41.0,5.9,261.0
2025-03-21 17:15:00+00:00,19.925,41.0,5.75,219.0
2025-03-21 17:30:00+00:00,19.75,41.0,5.6,177.0
2025-03-21 17:45:00+00:00,19.575,41.0,5.45,135.0
2025-03-21 18:00:00+00:00,19.4,41.0,5.3,93.0
2025-03-21 18:15:00+00:00,19.125,41.5,5.55,73.5
2025-03-21 18:30:00+00:00,18.85,42.0,5.8,54.0
2025-03-21 18:45:00+00:00,18.575,42.5,6.05,34.5
2025-03-21 19:00:00+00:00,18.3,43.0,6.3,15.0
2025-03-21 19:15:00+00:00,18.175,43.25,6.95,11.25
2025-03-21 19:30:00+00:00,18.05,43.5,7.6,7.5
2025-03-21 19:45:00+00:00,17.925,43.75,8.25,3.75
2025-03-21 20:00:00+00:00,17.8,44.0,8.9,0.0
2025-03-21 20:15:00+00:00,17.45,46.0,9.475,0.0
2025-03-21 20:30:00+00:00,17.1,48.0,10.05,0.0
2025-03-21 20:45:00+00:00,16.75,50.0,10.625,0.0
2025-03-21 21:00:00+00:00,16.4,52.0,11.2,0.0
2025-03-21 21:15:00+00:00,16.0,54.25,10.75,0.0
2025-03-21 21:30:00+00:00,15.6,56.5,10.3,0.0
2025-03-21 21:45:00+00:00,15.2,58.75,9.85,0.0
2025-03-21 22:00:00+00:00,14.8,61.0,9.4,0.0
2025-03-21 22:15:00+00:00,14.525,62.75,8.875,0.0
2025-03-21 22:30:00+00:00,14.25,64.5,8.35,0.0
2025-03-21 22:45:00+00:00,13.975,66.25,7.825,0.0
2025-03-21 23:00:00+00:00,13.7,68.0,7.3,0.0
2025-03-21 23:15:00+00:00,13.55,69.0,6.625,0.0
2025-03-21 23:30:00+00:00,13.4,70.0,5.949999999999999,0.0
2025-03-21 23:45:00+00:00,13.25,71.0,5.275,0.0
2025-03-22 00:00:00+00:00,13.1,72.0,4.6,0.0
2025-03-22 00:15:00+00:00,13.2,72.25,4.525,0.0
2025-03-22 00:30:00+00:00,13.3,72.5,4.449999999999999,0.0
2025-03-22 00:45:00+00:00,13.4,72.75,4.375,0.0
2025-03-22 01:00:00+00:00,13.5,73.0,4.3,0.0
2025-03-22 01:15:00+00:00,13.45,73.0,4.225,0.0
2025-03-22 01:30:00+00:00,13.4,73.0,4.15,0.0
2025-03-22 01:45:00+00:00,13.35,73.0,4.075,0.0
2025-03-22 02:00:00+00:00,13.3,73.0,4.0,0.0
2025-03-22 02:15:00+00:00,13.275,73.0,3.55,0.0
2025-03-22 02:30:00+00:00,13.25,73.0,3.1,0.0
2025-03-22 02:45:00+00:00,13.225,73.0,2.6500000000000004,0.0
2025-03-22 03:00:00+00:00,13.2,73.0,2.2,0.0
2025-03-22 03:15:00+00:00,13.2,73.0,2.6500000000000004,0.0
2025-03-22 03:30:00+00:00,13.2,73.0,3.1,0.0
2025-03-22 03:45:00+00:00,13.2,73.0,3.55,0.0
2025-03-22 04:00:00+00:00,13.2,73.0,4.0,0.0
2025-03-22 04:15:00+00:00,13.15,73.25,4.375,0.0
2025-03-22 04:30:00+00:00,13.1,73.5,4.75,0.0
2025-03-22 04:45:00+00:00,13.05,73.75,5.125,0.0
2025-03-22 05:00:00+00:00,13.0,74.0,5.5,0.0
2025-03-22 05:15:00+00:00,13.0,74.0,5.475,0.0
2025-03-22 05:30:00+00:00,13.0,74.0,5.45,0.0
2025-03-22 05:45:00+00:00,13.0,74.0,5.425000000000001,0.0
2025-03-22 06:00:00+00:00,13.0,74.0,5.4,0.0
2025-03-22 06:15:00+00:00,13.0,74.0,5.325,1.0
2025-03-22 06:30:00+00:00,13.0,74.0,5.25,2.0
2025-03-22 06:45:00+00:00,13.0,74.0,5.175,3.0
2025-03-22 07:00:00+00:00,13.0,74.0,5.1,4.0
2025-03-22 07:15:00+00:00,13.125,73.5,5.625,17.75
2025-03-22 07:30:00+00:00,13.25,73.0,6.15,31.5
2025-03-22 07:45:00+00:00,13.375,72.5,6.675,45.25
2025-03-22 08:00:00+00:00,13.5,72.0,7.2,59.0
2025-03-22 08:15:00+00:00,13.775,70.75,7.2,87.75
2025-03-22 08:30:00+00:00,14.05,69.5,7.2,116.5
2025-03-22 08:45:00+00:00,14.325,68.25,7.2,145.25
2025-03-22 09:00:00+00:00,14.6,67.0,7.2,174.0
2025-03-22 09:15:00+00:00,15.075,64.0,6.825,232.0
2025-03-22 09:30:00+00:00,15.55,61.0,6.45,290.0
2025-03-22 09:45:00+00:00,16.025,58.0,6.075,348.0
2025-03-22 10:00:00+00:00,16.5,55.0,5.7,406.0
2025-03-22 10:15:00+00:00,16.95,52.75,5.2250000000000005,462.25
2025-03-22 10:30:00+00:00,17.4,50.5,4.75,518.5
2025-03-22 10:45:00+00:00,17.85,48.25,4.275,574.75
2025-03-22 11:00:00+00:00,18.3,46.0,3.8,631.0
2025-03-22 11:15:00+00:00,18.625,44.75,3.8,648.75
2025-03-22 11:30:00+00:00,18.950000000000003,43.5,3.8,666.5
2025-03-22 11:45:00+00:00,19.275,42.25,3.8,684.25
2025-03-22 12:00:00+00:00,19.6,41.0,3.8,702.0
2025-03-22 12:15:00+00:00,19.925,39.75,4.225,722.75
2025-03-22 12:30:00+00:00,20.25,38.5,4.65,743.5
2025-03-22 12:45:00+00:00,20.575,37.25,5.075,764.25
2025-03-22 13:00:00+00:00,20.9,36.0,5.5,785.0
2025-03-22 13:15:00+00:00,20.95,35.5,5.8,746.0
2025-03-22 13:30:00+00:00,21.0,35.0,6.1,707.0
2025-03-22 13:45:00+00:00,21.05,34.5,6.4,668.0
2025-03-22 14:00:00+00:00,21.1,34.0,6.7,629.0
2025-03-22 14:15:00+00:00,21.0,34.0,7.95,571.5
2025-03-22 14:30:00+00:00,20.9,34.0,9.2,514.0
2025-03-22 14:45:00+00:00,20.8,34.0,10.45,456.5
2025-03-22 15:00:00+00:00,20.7,34.0,11.7,399.0
2025-03-22 15:15:00+00:00,20.025,38.25,12.95,397.5
2025-03-22 15:30:00+00:00,19.35,42.5,14.2,396.0
2025-03-22 15:45:00+00:00,18.675,46.75,15.45,394.5
2025-03-22 16:00:00+00:00,18.0,51.0,16.7,393.0
2025-03-22 16:15:00+00:00,18.15,49.75,15.4,385.0
2025-03-22 16:30:00+00:00,18.3,48.5,14.1,377.0
2025-03-22 16:45:00+00:00,18.45,47.25,12.8,369.0
2025-03-22 17:00:00+00:00,18.6,46.0,11.5,361.0
2025-03-22 17:15:00+00:00,18.200000000000003,47.5,12.5,310.25
2025-03-22 17:30:00+00:00,17.8,49.0,13.5,259.5
2025-03-22 17:45:00+00:00,17.4,50.5,14.5,208.75
2025-03-22 18:00:00+00:00,17.0,52.0,15.5,158.0
2025-03-22 18:15:00+00:00,16.575,53.5,15.5,121.75
2025-03-22 18:30:00+00:00,16.15,55.0,15.5,85.5
2025-03-22 18:45:00+00:00,15.725,56.5,15.5,49.25
2025-03-22 19:00:00+00:00,15.3,58.0,15.5,13.0
2025-03-22 19:15:00+00:00,15.075,58.5,14.45,9.75
2025-03-22 19:30:00+00:00,14.85,59.0,13.4,6.5
2025-03-22 19:45:00+00:00,14.625,59.5,12.35,3.25
2025-03-22 20:00:00+00:00,14.4,60.0,11.3,0.0
2025-03-22 20:15:00+00:00,14.375,58.75,10.9,0.0
2025-03-22 20:30:00+00:00,14.35,57.5,10.5,0.0
2025-03-22 20:45:00+00:00,14.325,56.25,10.1,0.0
2025-03-22 21:00:00+00:00,14.3,55.0,9.7,0.0
2025-03-22 21:15:00+00:00,14.2,55.25,9.625,0.0
2025-03-22 21:30:00+00:00,14.1,55.5,9.55,0.0
2025-03-22 21:45:00+00:00,14.0,55.75,9.475,0.0
2025-03-22 22:00:00+00:00,13.9,56.0,9.4,0.0
