ts,zone_id,temp_int_c,rh_int_pct,co2_ppm,pir_bin,power_total_kw,presence,level
2025-03-01 00:00:00+00:00,brick:Room_101,23.1330331085146,52.57540905760193,431.6768490472866,0,2.293147890107712,0,low
2025-03-01 00:15:00+00:00,brick:Room_101,22.82146311138585,53.22099729217053,431.4941936862823,0,2.1361491560234467,0,low
2025-03-01 00:30:00+00:00,brick:Room_101,22.374734786236107,51.87307847672891,503.02483914612776,0,1.735709631093945,0,low
2025-03-01 00:45:00+00:00,brick:Room_101,22.6727211526258,52.28051607831466,474.4461891163583,0,2.0492905323821806,0,low
2025-03-01 01:00:00+00:00,brick:Room_101,22.58314887296507,52.75816491904455,400.0,0,1.8858569974516,0,low
2025-03-01 01:15:00+00:00,brick:Room_101,22.450824857276512,54.473154747772845,435.8685315197399,0,1.8257108276753984,0,low
2025-03-01 01:30:00+00:00,brick:Room_101,23.046419713213428,55.45750011258874,819.4216261109444,1,5.614615632532368,0,low
2025-03-01 01:45:00+00:00,brick:Room_101,21.970148206512928,54.11862909586922,426.2327326646186,0,1.582305071459235,0,low
2025-03-01 02:00:00+00:00,brick:Room_101,22.10203241581757,56.08955477635246,400.0,0,1.5794521463991025,0,low
2025-03-01 02:15:00+00:00,brick:Room_101,22.04806986841141,55.54059454637837,446.57526055765146,0,1.2874817404038668,0,low
2025-03-01 02:30:00+00:00,brick:Room_101,22.072159477958923,55.63401422072538,796.172814070963,1,4.839719043581031,0,low
2025-03-01 02:45:00+00:00,brick:Room_101,21.65776712985559,55.9168808563152,451.497631419911,0,1.550490214134325,0,low
2025-03-01 03:00:00+00:00,brick:Room_101,21.40673493514381,57.44884790813772,409.3719685279369,0,1.4185467080421317,0,low
2025-03-01 03:15:00+00:00,brick:Room_101,21.344892668428432,57.31933017196346,452.072796329301,0,1.3954587809792856,0,low
2025-03-01 03:30:00+00:00,brick:Room_101,21.28678460780057,60.02709110736771,439.62709304699183,0,1.4888110984487886,0,low
2025-03-01 03:45:00+00:00,brick:Room_101,21.042338334944965,56.63106256971722,487.5488241297149,0,1.5515396302767324,0,low
2025-03-01 04:00:00+00:00,brick:Room_101,20.89864378812576,58.62172204243597,485.28392154364064,0,1.284547131444126,0,low
2025-03-01 04:15:00+00:00,brick:Room_101,20.893982396584,57.6983801863438,469.63364007525706,0,1.582519272182682,0,low
2025-03-01 04:30:00+00:00,brick:Room_101,20.61939025115314,57.60942418966595,441.8346554834697,0,1.3799560077588937,0,low
2025-03-01 04:45:00+00:00,brick:Room_101,20.518434600467085,58.94303432615845,499.6345098815073,0,1.49731080476253,0,low
2025-03-01 05:00:00+00:00,brick:Room_101,20.68769243007038,59.40746366240773,411.17411805400445,0,1.4946869788962736,0,low
2025-03-01 05:15:00+00:00,brick:Room_101,20.32400127976825,63.01284711094598,414.9110342609084,0,1.420940082264034,0,low
2025-03-01 05:30:00+00:00,brick:Room_101,20.513240194553912,59.53914506292757,447.9054225027734,0,1.346451038080393,0,low
2025-03-01 05:45:00+00:00,brick:Room_101,20.406449469323004,58.63260319843365,506.350952723028,0,1.4571470177861603,0,low
2025-03-01 06:00:00+00:00,brick:Room_101,20.00907818311253,60.523765283699895,444.9415273282478,0,1.7437995463612792,0,low
2025-03-01 06:15:00+00:00,brick:Room_101,20.10461981908428,57.89166840414049,445.41886891976793,0,1.2957487454304553,0,low
2025-03-01 06:30:00+00:00,brick:Room_101,20.331357345434533,60.4329290559426,413.9522410972048,0,1.7538469528657314,0,low
2025-03-01 06:45:00+00:00,brick:Room_101,19.958964911338835,60.700811115724825,473.64823963175945,0,1.46104182433852,0,low
2025-03-01 07:00:00+00:00,brick:Room_101,19.99848770807545,61.74907541726866,473.8294063582338,0,1.5053057125632958,0,low
2025-03-01 07:15:00+00:00,brick:Room_101,20.707738573181324,62.0530583817328,819.7268800349977,1,4.736993378292292,0,low
2025-03-01 07:30:00+00:00,brick:Room_101,20.134618853644767,60.3443856255536,434.269483178816,0,1.384309587498378,0,low
2025-03-01 07:45:00+00:00,brick:Room_101,19.96655132061612,60.8064167218757,432.33233079067486,0,1.4245635524942972,0,low
2025-03-01 08:00:00+00:00,brick:Room_101,20.510373470796257,60.0806550032672,767.6719437398757,1,4.743145754368314,1,normal
2025-03-01 08:15:00+00:00,brick:Room_101,20.21763763277757,59.63347847366239,452.09681254402335,0,1.4686623063943691,0,low
2025-03-01 08:30:00+00:00,brick:Room_101,20.277945226822016,61.32054290349962,422.9898167680375,0,1.4389476162289845,0,low
2025-03-01 08:45:00+00:00,brick:Room_101,20.18525814681081,59.35640902410346,420.5645873687678,0,1.77761717136536,0,low
2025-03-01 09:00:00+00:00,brick:Room_101,20.080946068806615,60.298002677048174,439.4077320772331,0,1.325103872147931,0,low
2025-03-01 09:15:00+00:00,brick:Room_101,20.58489988276365,59.487372025091545,844.3396381153184,1,4.915403577512288,1,med
2025-03-01 09:30:00+00:00,brick:Room_101,20.02767427399394,61.20289701861603,436.5505367794512,0,1.5371769422852737,0,low
2025-03-01 09:45:00+00:00,brick:Room_101,20.284631632724487,62.54295256831592,461.6611149210065,0,1.3394519177022244,0,low
2025-03-01 10:00:00+00:00,brick:Room_101,20.330708925564423,58.63424684334264,451.97619505375695,0,1.6030241243179255,0,low
2025-03-01 10:15:00+00:00,brick:Room_101,20.54730056433688,57.76519549433819,442.79609923722205,0,1.440250948067756,0,low
2025-03-01 10:30:00+00:00,brick:Room_101,21.110860833297952,59.61025577932733,884.575323207787,1,1.72614155226254,1,normal
2025-03-01 10:45:00+00:00,brick:Room_101,20.270858339778076,59.529876200023175,425.2118239723842,0,1.5989774418156848,0,low
2025-03-01 11:00:00+00:00,brick:Room_101,20.74357858028534,59.50503185522804,452.631965597742,0,1.3324588673846454,0,low
2025-03-01 11:15:00+00:00,brick:Room_101,20.5315992757027,58.4204902723192,453.7650623211159,0,1.3428337580791352,0,low
2025-03-01 11:30:00+00:00,brick:Room_101,20.724881451189702,58.41180141546181,412.423828516063,0,1.6031853124338598,0,low
2025-03-01 11:45:00+00:00,brick:Room_101,20.926389564898557,58.77443389076634,474.89234385925903,0,1.4479257776372323,0,low
